PlayerID,Season,Team,Name,Games_Played,Games_Started,Minutes_Played
140,2013/2014,m?nchengladbach,"Mlapa, Peniel",5,0,46
141,2013/2014,m?nchengladbach,"Nordtveit, Havard",21,14,1257
142,2013/2014,m?nchengladbach,"Brouwers, Roel",12,5,520
143,2013/2014,m?nchengladbach,"De Jong, Luuk",13,0,74
144,2013/2014,m?nchengladbach,"Korb, Julian",22,22,1962
145,2013/2014,m?nchengladbach,"Marx, Thorben",2,0,28
146,2013/2014,m?nchengladbach,"Rupp, Lukas",10,0,92
147,2013/2014,m?nchengladbach,"Ter Stegen, Marc-Andr?",34,34,3060
148,2013/2014,m?nchengladbach,"Xhaka, Granit",28,23,2026
149,2013/2014,m?nchengladbach,"Younes, Amin",14,0,169
150,2014/2015,m?nchengladbach,Raffael,31,28,2377
151,2014/2015,m?nchengladbach,"Herrmann, Patrick",32,26,2202
152,2014/2015,m?nchengladbach,"Kruse, Max",32,29,2585
153,2014/2015,m?nchengladbach,"Hahn, Andre",23,15,1312
154,2014/2015,m?nchengladbach,"Hrgota, Branimir",17,8,699
155,2014/2015,m?nchengladbach,"Kramer, Christoph",30,28,2508
156,2014/2015,m?nchengladbach,"Nordtveit, Havard",22,11,891
157,2014/2015,m?nchengladbach,"Traor?, Ibrahima",24,8,842
158,2014/2015,m?nchengladbach,"Wendt, Oscar",26,25,2295
159,2014/2015,m?nchengladbach,"Xhaka, Granit",30,30,2638
160,2014/2015,m?nchengladbach,"Brouwers, Roel",20,15,1413
161,2014/2015,m?nchengladbach,"Hazard, Thorgan",28,7,905
162,2014/2015,m?nchengladbach,"Jantschke, Tony",31,31,2745
163,2014/2015,m?nchengladbach,"Johnson, Fabian",24,15,1421
164,2014/2015,m?nchengladbach,"Dahoud, Mahmoud",1,0,1
165,2014/2015,m?nchengladbach,"Dom?nguez, ?lvaro",24,23,2115
166,2014/2015,m?nchengladbach,"Korb, Julian",24,23,2075
167,2014/2015,m?nchengladbach,"Sommer, Yann",34,34,3060
168,2014/2015,m?nchengladbach,"Stranzl, Martin",19,18,1546
169,2015/2016,m?nchengladbach,Raffael,31,30,2688
170,2015/2016,m?nchengladbach,"Hahn, Andre",15,7,739
171,2015/2016,m?nchengladbach,"Stindl, Lars",30,29,2595
172,2015/2016,m?nchengladbach,"Johnson, Fabian",26,25,2161
173,2015/2016,m?nchengladbach,"Dahoud, Mahmoud",32,27,2082
174,2015/2016,m?nchengladbach,"Hazard, Thorgan",29,19,1647
175,2015/2016,m?nchengladbach,"Nordtveit, Havard",31,27,2449
176,2015/2016,m?nchengladbach,"Christensen, Andreas",31,31,2790
177,2015/2016,m?nchengladbach,"Herrmann, Patrick",18,5,629
178,2015/2016,m?nchengladbach,"Traor?, Ibrahima",24,17,1468
179,2015/2016,m?nchengladbach,"Wendt, Oscar",30,30,2638
180,2015/2016,m?nchengladbach,"Xhaka, Granit",28,28,2367
181,2015/2016,m?nchengladbach,"Drmic, Josip",19,9,860
182,2015/2016,m?nchengladbach,"Hofmann, Jonas",15,6,502
183,2015/2016,m?nchengladbach,"Korb, Julian",17,14,1266
184,2015/2016,m?nchengladbach,"Brouwers, Roel",8,3,289
185,2015/2016,m?nchengladbach,"Dom?nguez, ?lvaro",6,5,472
186,2015/2016,m?nchengladbach,"Elvedi, Nico",21,17,1548
187,2015/2016,m?nchengladbach,"Hinteregger, Martin",10,6,658
188,2015/2016,m?nchengladbach,"Hrgota, Branimir",9,0,73
189,2015/2016,m?nchengladbach,"Jantschke, Tony",12,8,748
190,2015/2016,m?nchengladbach,"Schulz, Marvin",8,4,394
191,2015/2016,m?nchengladbach,"Schulz, Nico",2,0,53
192,2015/2016,m?nchengladbach,"Sippel, Tobias",2,2,180
193,2015/2016,m?nchengladbach,"Sommer, Yann",32,32,2880
194,2015/2016,m?nchengladbach,"Stranzl, Martin",4,2,164
195,2016/2017,m?nchengladbach,"Stindl, Lars",30,29,2594
196,2016/2017,m?nchengladbach,Raffael,20,18,1501
197,2016/2017,m?nchengladbach,"Hazard, Thorgan",23,18,1631
198,2016/2017,m?nchengladbach,"Vestergaard, Jannik",34,29,2656
199,2016/2017,m?nchengladbach,"Hahn, Andr?",30,18,1598
200,2016/2017,m?nchengladbach,"Johnson, Fabian",21,12,1249
201,2016/2017,m?nchengladbach,"Christensen, Andreas",31,31,2782
202,2016/2017,m?nchengladbach,"Dahoud, Mahmoud",28,26,2281
203,2016/2017,m?nchengladbach,"Wendt, Oscar",28,28,2462
204,2016/2017,m?nchengladbach,"Benes, Laszlo",8,3,286
205,2016/2017,m?nchengladbach,"Herrmann, Patrick",18,9,697
206,2016/2017,m?nchengladbach,"Schulz, Nico",12,4,410
207,2016/2017,m?nchengladbach,"Traor?, Ibrahima",14,9,841
208,2016/2017,m?nchengladbach,"Drmic, Josip",12,2,274
209,2016/2017,m?nchengladbach,"Elvedi, Nico",25,23,2111
210,2016/2017,m?nchengladbach,"Hofmann, Jonas",21,16,1384
211,2016/2017,m?nchengladbach,"Jantschke, Tony",22,17,1486
212,2016/2017,m?nchengladbach,"Kolodziejczak, Thimoth?e",1,0,8
213,2016/2017,m?nchengladbach,"Korb, Julian",12,7,754
214,2016/2017,m?nchengladbach,"Kramer, Christoph",24,23,1963
215,2016/2017,m?nchengladbach,"Simakala, Ba-Muaka",1,0,10
216,2016/2017,m?nchengladbach,"Sommer, Yann",34,34,3060
217,2016/2017,m?nchengladbach,"Sow, Djibril",1,0,1
218,2016/2017,m?nchengladbach,"Strobl, Tobias",23,18,1565
219,2017/2018,m?nchengladbach,"Hazard, Thorgan",34,33,2946
220,2017/2018,m?nchengladbach,Raffael,27,23,2078
221,2017/2018,m?nchengladbach,"Stindl, Lars",31,31,2730
222,2017/2018,m?nchengladbach,"Ginter, Matthias",34,34,3060
223,2017/2018,m?nchengladbach,"Drmic, Josip",13,4,463
224,2017/2018,m?nchengladbach,"Kramer, Christoph",27,26,2160
225,2017/2018,m?nchengladbach,"Vestergaard, Jannik",32,32,2880
226,2017/2018,m?nchengladbach,"Elvedi, Nico",33,33,2916
227,2017/2018,m?nchengladbach,"Zakaria, Denis",30,29,2305
228,2017/2018,m?nchengladbach,"Johnson, Fabian",10,5,466
229,2017/2018,m?nchengladbach,"Wendt, Oscar",28,28,2459
230,2017/2018,m?nchengladbach,"Benes, Laszlo",2,0,37
231,2017/2018,m?nchengladbach,"Benger, Marcel",1,0,1
232,2017/2018,m?nchengladbach,"Bobadilla, Ra?l",13,5,445
233,2017/2018,m?nchengladbach,"Cuisance, Mickael",24,9,1195
234,2017/2018,m?nchengladbach,"Egbo, Mandela",1,0,10
235,2017/2018,m?nchengladbach,"Grifo, Vincenzo",17,9,781
236,2017/2018,m?nchengladbach,"Herrmann, Patrick",23,12,1125
237,2017/2018,m?nchengladbach,"Hofmann, Jonas",23,12,1030
238,2017/2018,m?nchengladbach,"Jantschke, Tony",13,8,716
239,2017/2018,m?nchengladbach,"Mayer, Florian",1,0,18
240,2017/2018,m?nchengladbach,"Oxford, Reece",7,5,463
241,2017/2018,m?nchengladbach,"Sippel, Tobias",5,4,433
242,2017/2018,m?nchengladbach,"Sommer, Yann",30,30,2627
243,2017/2018,m?nchengladbach,"Strobl, Tobias",4,1,113
244,2017/2018,m?nchengladbach,"Traor?, Ibrahima",7,1,196
245,2017/2018,m?nchengladbach,"Villalba, Julio",1,0,7
246,2013/2014,hertha berlin,"Ramos, Adri?n",32,30,2663
247,2013/2014,hertha berlin,"Allagui, Sami",29,23,1980
248,2013/2014,hertha berlin,Ronny,27,10,1168
249,2013/2014,hertha berlin,"Ben-Hatira, Anis",21,19,1539
250,2013/2014,hertha berlin,"Brooks, John",16,14,1055
251,2013/2014,hertha berlin,"Skjelbred, Per",28,27,2116
252,2013/2014,hertha berlin,"Wagner, Sandro",25,5,640
253,2013/2014,hertha berlin,"Cigerci, Tolga",19,18,1492
254,2013/2014,hertha berlin,"Kobiashvili, Levan",15,12,1061
255,2013/2014,hertha berlin,"Baumjohann, Alexander",9,5,519
256,2013/2014,hertha berlin,"Gersbeck, Marius",1,1,90
257,2013/2014,hertha berlin,"Holland, Fabian",3,3,270
258,2013/2014,hertha berlin,"Hosogai, Hajime",33,33,2881
259,2013/2014,hertha berlin,"Janker, Christoph",5,2,184
260,2013/2014,hertha berlin,"Jarstein, Rune Almenning",1,1,90
261,2013/2014,hertha berlin,"Kluge, Peer",2,0,10
262,2013/2014,hertha berlin,"Kraft, Thomas",32,32,2880
263,2013/2014,hertha berlin,"Langkamp, Sebastian",29,29,2508
264,2013/2014,hertha berlin,"Lustenberger, Fabian",19,19,1710
265,2013/2014,hertha berlin,"Mukhtar, Hany",10,2,319
266,2013/2014,hertha berlin,"N'Djeng, Marcel",17,16,1356
267,2013/2014,hertha berlin,"Niemeyer, Peter",20,3,710
268,2013/2014,hertha berlin,"Pekarik, Peter",31,30,2760
269,2013/2014,hertha berlin,"Schulz, Nico",23,15,1431
270,2013/2014,hertha berlin,"Van den Bergh, Johannes",26,25,2227
271,2014/2015,hertha berlin,"Schieber, Julian",16,15,1280
272,2014/2015,hertha berlin,"Kalou, Salomon",27,21,1861
273,2014/2015,hertha berlin,"Beerens, Roy",27,24,2077
274,2014/2015,hertha berlin,"Ben-Hatira, Anis",15,11,834
275,2014/2015,hertha berlin,Ronny,19,9,931
276,2014/2015,hertha berlin,"Stocker, Valentin",26,22,1863
277,2014/2015,hertha berlin,"Allagui, Sami",20,9,809
278,2014/2015,hertha berlin,"Brooks, John",27,24,2186
279,2014/2015,hertha berlin,"Haraguchi, Genki",21,14,1383
280,2014/2015,hertha berlin,"Hegeler, Jens",24,14,1357
281,2014/2015,hertha berlin,"Heitinga, John",13,11,932
282,2014/2015,hertha berlin,"Langkamp, Sebastian",16,15,1355
283,2014/2015,hertha berlin,"N'Djeng, Marcel",16,11,1107
284,2014/2015,hertha berlin,"Niemeyer, Peter",17,9,898
285,2014/2015,hertha berlin,"Schulz, Nico",28,24,1986
286,2014/2015,hertha berlin,"Burchert, Sascha",2,1,97
287,2014/2015,hertha berlin,"Cigerci, Tolga",2,0,77
288,2014/2015,hertha berlin,"Hosogai, Hajime",20,16,1432
289,2014/2015,hertha berlin,"Jarstein, Rune Almenning",1,1,90
290,2014/2015,hertha berlin,"Kraft, Thomas",32,32,2873
291,2014/2015,hertha berlin,"Lustenberger, Fabian",27,26,2189
292,2014/2015,hertha berlin,"Pekarik, Peter",30,30,2652
293,2014/2015,hertha berlin,"Plattenhardt, Marvin",15,14,1283
294,2014/2015,hertha berlin,"Skjelbred, Per",26,26,2239
295,2014/2015,hertha berlin,"Van den Bergh, Johannes",6,4,380
296,2014/2015,hertha berlin,"Wagner, Sandro",15,0,258
297,2015/2016,hertha berlin,"Kalou, Salomon",32,30,2527
298,2015/2016,hertha berlin,"Ibisevic, Vedad",26,25,2097
299,2015/2016,hertha berlin,"Darida, Vladimir",31,30,2599
300,2015/2016,hertha berlin,"Haraguchi, Genki",32,28,2519
301,2015/2016,hertha berlin,"Plattenhardt, Marvin",33,33,2970
302,2015/2016,hertha berlin,"Stark, Niklas",21,15,1409
303,2015/2016,hertha berlin,"Weiser, Mitchell",29,27,2429
304,2015/2016,hertha berlin,"Baumjohann, Alexander",24,1,437
305,2015/2016,hertha berlin,"Brooks, John",23,20,1808
306,2015/2016,hertha berlin,"Lustenberger, Fabian",30,30,2537
307,2015/2016,hertha berlin,"Stocker, Valentin",22,10,833
308,2015/2016,hertha berlin,"Beerens, Roy",2,2,111
309,2015/2016,hertha berlin,"Cigerci, Tolga",18,13,1031
310,2015/2016,hertha berlin,"Hegeler, Jens",16,3,479
311,2015/2016,hertha berlin,"Jarstein, Rune",29,28,2565
312,2015/2016,hertha berlin,"Kohls, Florian",1,0,7
313,2015/2016,hertha berlin,"Kraft, Thomas",6,6,495
314,2015/2016,hertha berlin,"Langkamp, Sebastian",22,22,1880
315,2015/2016,hertha berlin,"Mittelstadt, Maximilian",3,2,181
316,2015/2016,hertha berlin,"Pekarik, Peter",12,12,1066
317,2015/2016,hertha berlin,"Regasel, Yanni",16,14,1274
318,2015/2016,hertha berlin,Ronny,1,0,28
319,2015/2016,hertha berlin,"Schieber, Julian",6,0,136
320,2015/2016,hertha berlin,"Schulz, Nico",2,0,53
321,2015/2016,hertha berlin,"Skjelbred, Per",31,31,2694
322,2015/2016,hertha berlin,"Van den Bergh, Johannes",13,1,228
323,2016/2017,hertha berlin,"Ibisevic, Vedad",32,32,2720
324,2016/2017,hertha berlin,"Kalou, Salomon",26,25,1994
325,2016/2017,hertha berlin,"Stocker, Valentin",17,14,1161
326,2016/2017,hertha berlin,"Plattenhardt, Marvin",27,27,2430
327,2016/2017,hertha berlin,"Schieber, Julian",18,2,424
328,2016/2017,hertha berlin,"Brooks, John",24,24,2115
329,2016/2017,hertha berlin,"Darida, Vladimir",25,21,1981
330,2016/2017,hertha berlin,"Esswein, Alexander",29,15,1321
331,2016/2017,hertha berlin,"Weiser, Mitchell",17,12,1125
332,2016/2017,hertha berlin,"Allagui, Sami",12,0,173
333,2016/2017,hertha berlin,"Haraguchi, Genki",31,23,2051
334,2016/2017,hertha berlin,"Pekarik, Peter",31,30,2711
335,2016/2017,hertha berlin,"Stark, Niklas",27,27,2355
336,2016/2017,hertha berlin,"Torunarigha, Jordan",8,5,482
337,2016/2017,hertha berlin,Allan,15,8,791
338,2016/2017,hertha berlin,"Baak, Florian",2,0,12
339,2016/2017,hertha berlin,"Duda, Ondrej",3,0,67
340,2016/2017,hertha berlin,"Hegeler, Jens",6,2,207
341,2016/2017,hertha berlin,"Jarstein, Rune",34,34,3060
342,2016/2017,hertha berlin,"Kade, Julius",1,0,9
343,2016/2017,hertha berlin,"Kurt, Sinan",2,0,5
344,2016/2017,hertha berlin,"Langkamp, Sebastian",27,26,2312
345,2016/2017,hertha berlin,"Lustenberger, Fabian",19,17,1500
346,2016/2017,hertha berlin,"Maier, Arne",1,0,1
347,2016/2017,hertha berlin,"Mittelstadt, Maximilian",12,5,461
348,2016/2017,hertha berlin,"Skjelbred, Per",26,25,2143
349,2017/2018,hertha berlin,"Kalou, Salomon",31,27,2219
350,2017/2018,hertha berlin,"Selke, Davie",27,19,1888
351,2017/2018,hertha berlin,"Ibisevic, Vedad",27,18,1452
352,2017/2018,hertha berlin,"Leckie, Mathew",26,19,1853
353,2017/2018,hertha berlin,"Esswein, Alexander",16,6,612
354,2017/2018,hertha berlin,"Lazaro, Valentino",26,19,1860
355,2017/2018,hertha berlin,"Rekik, Karim",26,26,2303
356,2017/2018,hertha berlin,"Duda, Ondrej",17,9,745
357,2017/2018,hertha berlin,"Stark, Niklas",26,25,2210
358,2017/2018,hertha berlin,"Torunarigha, Jordan",12,7,662
359,2017/2018,hertha berlin,"Weiser, Mitchell",24,23,1980
360,2017/2018,hertha berlin,"Dardai, Palko",2,0,25
361,2017/2018,hertha berlin,"Darida, Vladimir",21,18,1637
362,2017/2018,hertha berlin,"Haraguchi, Genki",7,2,207
363,2017/2018,hertha berlin,"Jarstein, Rune",31,31,2790
364,2017/2018,hertha berlin,"Kraft, Thomas",3,3,270
365,2017/2018,hertha berlin,"Langkamp, Sebastian",21,16,1364
366,2017/2018,hertha berlin,"Lustenberger, Fabian",23,18,1581
367,2017/2018,hertha berlin,"Maier, Arne",17,14,1227
368,2017/2018,hertha berlin,"Mittelstadt, Maximilian",11,5,422
369,2017/2018,hertha berlin,"Pekarik, Peter",17,17,1378
370,2017/2018,hertha berlin,"Plattenhardt, Marvin",33,33,2970
371,2017/2018,hertha berlin,"Schieber, Julian",3,0,53
372,2017/2018,hertha berlin,"Skjelbred, Per",28,24,2183
373,2017/2018,hertha berlin,"Stocker, Valentin",3,0,49
374,2013/2014,1899 hoffenheim,"Firmino, Roberto",33,33,2916
375,2013/2014,1899 hoffenheim,"Modeste, Anthony",29,20,1625
376,2013/2014,1899 hoffenheim,"Salihovic, Sejad",28,22,1820
377,2013/2014,1899 hoffenheim,"Volland, Kevin",33,32,2878
378,2013/2014,1899 hoffenheim,"Schipplock, Sven",23,7,868
379,2013/2014,1899 hoffenheim,"Sule, Niklas",25,20,1876
380,2013/2014,1899 hoffenheim,"Polanski, Eugen",32,32,2686
381,2013/2014,1899 hoffenheim,"Abraham, David",20,20,1724
382,2013/2014,1899 hoffenheim,"Herdling, Kai",23,12,1084
383,2013/2014,1899 hoffenheim,"Rudy, Sebastian",27,26,2239
384,2013/2014,1899 hoffenheim,"Beck, Andreas",33,33,2958
385,2013/2014,1899 hoffenheim,"Strobl, Tobias",29,19,1862
386,2013/2014,1899 hoffenheim,"Vestergaard, Jannik",25,19,1849
387,2013/2014,1899 hoffenheim,Bruno Nazario,2,0,17
388,2013/2014,1899 hoffenheim,"Casteels, Koen",23,23,2053
389,2013/2014,1899 hoffenheim,"Elyounoussi, Tarik",21,13,1040
390,2013/2014,1899 hoffenheim,"Grahl, Jens",11,11,990
391,2013/2014,1899 hoffenheim,"Gyau, Joseph-Claude",2,0,50
392,2013/2014,1899 hoffenheim,"Hamad, Jiloan",7,1,184
393,2013/2014,1899 hoffenheim,"Johnson, Fabian",27,23,2067
394,2013/2014,1899 hoffenheim,"Karaman, Kenan",5,0,35
395,2013/2014,1899 hoffenheim,"Stolz, Alexander",1,0,17
396,2013/2014,1899 hoffenheim,"Szarka, Robin",2,1,46
397,2013/2014,1899 hoffenheim,"Thesker, Stefan",2,1,110
398,2013/2014,1899 hoffenheim,"Toljan, Jeremy",10,6,580
399,2014/2015,1899 hoffenheim,"Volland, Kevin",32,30,2669
400,2014/2015,1899 hoffenheim,"Firmino, Roberto",33,33,2917
401,2014/2015,1899 hoffenheim,"Modeste, Anthony",26,16,1298
402,2014/2015,1899 hoffenheim,"Polanski, Eugen",30,29,2540
403,2014/2015,1899 hoffenheim,"Elyounoussi, Tarik",25,17,1489
404,2014/2015,1899 hoffenheim,"Rudy, Sebastian",29,25,2244
405,2014/2015,1899 hoffenheim,"Szalai, Adam",26,13,1315
406,2014/2015,1899 hoffenheim,"Schipplock, Sven",25,8,800
407,2014/2015,1899 hoffenheim,"Salihovic, Sejad",13,5,436
408,2014/2015,1899 hoffenheim,"Vestergaard, Jannik",21,16,1438
409,2014/2015,1899 hoffenheim,"Bicakcic, Ermin",24,24,2070
410,2014/2015,1899 hoffenheim,"Schwegler, Pirmin",28,26,2262
411,2014/2015,1899 hoffenheim,"Sule, Niklas",15,15,1270
412,2014/2015,1899 hoffenheim,"Abraham, David",14,9,894
413,2014/2015,1899 hoffenheim,"Amiri, Nadiem",7,4,328
414,2014/2015,1899 hoffenheim,"Baumann, Oliver",34,34,3060
415,2014/2015,1899 hoffenheim,"Beck, Andreas",33,33,2967
416,2014/2015,1899 hoffenheim,"Hamad, Jiloan",1,0,13
417,2014/2015,1899 hoffenheim,"Herdling, Kai",1,0,5
418,2014/2015,1899 hoffenheim,"Kim, Jin-Su",19,17,1501
